date,open,high,low,close,volume
2025-05-29 00:00:00+05:30,569.48,572.99,567.0,571.12,30033
2025-05-30 00:00:00+05:30,574.79,574.79,569.54,572.88,18951
2025-06-02 00:00:00+05:30,573.97,575.0,570.0,574.83,216065
2025-06-03 00:00:00+05:30,560.45,583.45,560.45,570.67,566232
2025-06-04 00:00:00+05:30,570.67,572.39,568.97,571.66,19398
2025-06-05 00:00:00+05:30,571.66,575.08,570.78,572.28,478616
2025-06-06 00:00:00+05:30,586.58,586.58,570.49,582.09,656809
2025-06-09 00:00:00+05:30,583.99,586.56,580.18,584.64,123242
2025-06-10 00:00:00+05:30,586.36,586.36,580.99,582.02,182204
2025-06-11 00:00:00+05:30,581.49,583.64,580.0,580.42,20881
2025-06-12 00:00:00+05:30,579.22,582.0,575.61,576.26,48871
2025-06-13 00:00:00+05:30,574.5,574.5,568.66,570.21,54232
2025-06-16 00:00:00+05:30,584.46,584.46,567.36,574.93,29906
2025-06-17 00:00:00+05:30,575.15,575.74,571.6,573.06,145927
2025-06-18 00:00:00+05:30,571.85,574.58,571.44,573.22,523737
2025-06-19 00:00:00+05:30,558.88,574.76,558.88,570.81,8755
2025-06-20 00:00:00+05:30,570.81,578.52,570.8,577.13,100064
2025-06-23 00:00:00+05:30,577.13,577.61,570.0,575.46,16855
2025-06-24 00:00:00+05:30,575.46,583.86,575.46,579.98,15270
2025-06-25 00:00:00+05:30,579.99,582.0,579.98,581.48,1164045
2025-06-26 00:00:00+05:30,581.6,587.85,580.93,587.17,46673
2025-06-27 00:00:00+05:30,585.0,591.99,584.11,591.72,57759
